Influencer_ID,Influencer_Name,Platform,Subscribers,Post_Categories,Country,Visits,Likes,Comments,Engagement_Rate(%),Profile_Link
INF00000,tseries,YouTube,253500000,Música y baile,India,111300,3200,120,0.001309664694280079,http://youtube.com/channel/UCq-Fj5jknLsUf-MWSy4_brA
INF00001,MrBeast,YouTube,210100000,"Videojuegos, Humor",Estados Unidos,95400000,5400000,16600,2.5781056639695383,http://youtube.com/channel/UCX6OQ3DkcsbYNE6H8uQQuVA
INF00002,CoComelon,YouTube,168100000,Educación,Unknown,4100000,21600,0,0.012849494348602023,http://youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ
INF00003,SETIndia,YouTube,165400000,Unknown,India,23300,239,9,0.00014993954050785974,http://youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q
INF00004,KidsDianaShow,YouTube,116500000,"Animación, Juguetes",Unknown,4100000,8800,0,0.007553648068669529,http://youtube.com/channel/UCk8GzjMOrta8yxDcKfylJYw
INF00005,PewDiePie,YouTube,111400000,"Películas, Videojuegos",Estados Unidos,2900000,182000,8100,0.1706463195691203,http://youtube.com/channel/UC-lHJZR3Gqxm24_Vd_AJ5Yw
INF00006,LikeNastyaofficial,YouTube,110400000,Juguetes,Unknown,4100000,14500,0,0.013134057971014494,http://youtube.com/channel/UCJplp5SjeGSdVdwsfb9Q7lQ
INF00007,VladandNiki,YouTube,105500000,"Animación, Juguetes",Unknown,5500000,17300,0,0.016398104265402846,http://youtube.com/channel/UCvlE5gTbOvjiolFlEm-c_Ow
INF00008,zeemusiccompany,YouTube,102600000,Música y baile,India,46700,1800,34,0.0017875243664717347,http://youtube.com/channel/UCFFbwnve3yF62-tVXkTyHqg
INF00009,WWE,YouTube,98100000,Videojuegos,Estados Unidos,148200,4600,189,0.004881753312945974,http://youtube.com/channel/UCJ5v_MCY6GNUBTO8-D3XoAg
INF00010,BLACKPINK,YouTube,92200000,Música y baile,Estados Unidos,1500000,183500,6300,0.20585683297180044,http://youtube.com/channel/UCOmHUn--16B90oW2L6FRR3A
INF00011,GoldminesTelefilms,YouTube,92100000,Unknown,India,23400,261,12,0.0002964169381107492,http://youtube.com/channel/UCyoXW-Dse7fURq30EWl_CUA
INF00012,SonySAB,YouTube,87200000,"Películas, Animación",India,33300,562,15,0.0006616972477064219,http://youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw
INF00013,5MinuteCraftsYouTube,YouTube,80500000,Películas,India,101100,574,25,0.0007440993788819875,http://youtube.com/channel/UC295-Dw_tDNtZXFeAPAW6Aw
INF00014,BTS,YouTube,77000000,Música y baile,India,916400,166600,3400,0.2207792207792208,http://youtube.com/channel/UCLkAepWjdylmXSltofFvsYQ
INF00015,zeetv,YouTube,74700000,Unknown,India,2900,134,0,0.00017938420348058903,http://youtube.com/channel/UCppHT7SZKKvar4Oc9J4oljQ
INF00016,HYBELABELS,YouTube,73400000,Música y baile,Estados Unidos,341100,47200,716,0.06528065395095368,http://youtube.com/channel/UC3IZKseVpdzPSBaWxBxundA
INF00017,Pinkfong,YouTube,71100000,"Animación, Juguetes",Unknown,337700,363,0,0.000510548523206751,http://youtube.com/channel/UCcdwLMPsaU2ezNSJU1nFoBQ
INF00018,ChuChuTV,YouTube,68800000,Juguetes,Unknown,475200,11000,0,0.015988372093023253,http://youtube.com/channel/UCBnZ16ahKA2DZ_T5W0FPUXg
INF00019,colorstv,YouTube,68700000,Unknown,India,13700,206,2,0.0003027656477438137,http://youtube.com/channel/UC55IWqFLDH1Xp7iu1_xknRA
INF00020,filmigaane,YouTube,66900000,Música y baile,India,26700,345,15,0.000538116591928251,http://youtube.com/channel/UCP6uH_XlsxrXwZQ4DlqbqPg
INF00021,KondZilla,YouTube,66700000,Música y baile,Brasil,15200,680,4,0.001025487256371814,http://youtube.com/channel/UCffDXn7ycAzwL2LDlbyWOTw
INF00022,TSeriesBhaktiSagar,YouTube,64599999,Música y baile,India,19200,718,26,0.001151702804205926,http://youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g
INF00023,tipsofficial,YouTube,62300000,Música y baile,India,58700,852,21,0.0014012841091492778,http://youtube.com/channel/UCJrDMFOdv1I2k8n9oK_V21w
INF00024,ElReinoInfantil,YouTube,61100000,Música y baile,Unknown,409600,2600,0,0.00425531914893617,http://youtube.com/channel/UCK1i2UviaXLUNrZlAFpw_jA
INF00025,MOVIECLIPS,YouTube,60200000,"Películas, Animación",Estados Unidos,9400,143,7,0.0002491694352159468,http://youtube.com/channel/UC3gNmTGu-TTbFPpfSs5kNkg
INF00026,aajtak,YouTube,60000000,Noticias y Política,India,9700,210,5,0.00035833333333333333,http://youtube.com/channel/UCt4t-jeY85JegMlZ-E5UWtA
INF00027,dudeperfect,YouTube,60000000,Videojuegos,Estados Unidos,2700000,121100,2300,0.20566666666666666,http://youtube.com/channel/UCRijo3ddMTht_IHyNSNXpNQ
INF00028,WaveMusicIndia,YouTube,59700000,Música y baile,Unknown,35400,1300,33,0.0022328308207705196,http://youtube.com/channel/UC22nIfOTM7KLIQuFGMKzQbg
INF00029,SonyMusicIndia,YouTube,58600000,Música y baile,India,19800,862,22,0.001508532423208191,http://youtube.com/channel/UC56gTxNs4f9xZ7Pa2i5xNzg
INF00030,eminem,YouTube,58000000,"Películas, Animación",Estados Unidos,2000000,144500,9300,0.26517241379310347,http://youtube.com/channel/UCfM3zsQsOnfWNUppiycmBuw
INF00031,infobellshindirhymes,YouTube,57400000,Educación,Unknown,1500000,3200,0,0.005574912891986063,http://youtube.com/channel/UC1ciY6kR3yj3kaKZ6R7ewAg
INF00032,yrf,YouTube,57200000,Música y baile,India,182400,19100,137,0.03363111888111888,http://youtube.com/channel/UCbTLwN10NoCU4WDzLf1JMOA
INF00033,marshmello,YouTube,56800000,Música y baile,Estados Unidos,137000,5100,120,0.009190140845070423,http://youtube.com/channel/UCEdvpU2pFRCVqU6yIPyTpMQ
INF00034,LooLooKids,YouTube,55500000,Música y baile,Estados Unidos,1100000,4700,0,0.008468468468468469,http://youtube.com/channel/UC4NALVCmcmL5ntpV0thoH6w
INF00035,TaylorSwift,YouTube,55500000,Música y baile,Estados Unidos,951800,149800,4600,0.2781981981981982,http://youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g
INF00036,BillionSurpriseToys,YouTube,54300000,Juguetes,Unknown,642700,0,0,0.0,http://youtube.com/channel/UCRx3mKNUdl8QE06nEug7p6Q
INF00037,EdSheeran,YouTube,54000000,Música y baile,Estados Unidos,167100,8300,251,0.015835185185185185,http://youtube.com/channel/UC0C-w0YjGpqDXGB8IHb662A
INF00038,shemaroo,YouTube,50100000,Unknown,India,14200,111,7,0.00023552894211576847,http://youtube.com/channel/UCF1JIbMUs6uqoZEY1Haw0GQ
INF00039,JuegaGerman,YouTube,48900000,"Películas, Animación",México,1900000,112100,3000,0.23537832310838447,http://youtube.com/channel/UCYiGq8XF7YQD00x7wAd62Zg
INF00040,BillieEilish,YouTube,48900000,Música y baile,Estados Unidos,528800,41300,1200,0.08691206543967281,http://youtube.com/channel/UCiGm_E4ZwYSHV3bcW1pnSeQ
INF00041,A4a4a4a4,YouTube,48800000,"Animación, Humor",Rusia,9400000,274500,20000,0.603483606557377,http://youtube.com/channel/UC2tsySbe9TNrI-xh2lximHA
INF00042,ARYDigitalasia,YouTube,48800000,Unknown,Pakistán,32000,1100,5,0.002264344262295082,http://youtube.com/channel/UC4JCksJF76g_MdzPVBJoC3Q
INF00043,getmovies,YouTube,48800000,"Películas, Humor",Unknown,139700,442,0,0.0009057377049180328,http://youtube.com/channel/UClZkHt2kNIgyrTTPnSQV3SA
INF00044,sonymusicindiaVEVO,YouTube,48300000,Música y baile,India,17700,284,15,0.0006190476190476191,http://youtube.com/channel/UC3MLnJtqc_phABBriLRhtgQ
INF00045,toysandcolors,YouTube,47900000,"Películas, Juguetes",Unknown,3300000,2500,0,0.005219206680584551,http://youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A
INF00046,HarPalGeoOfficial,YouTube,47900000,"Películas, Animación",Pakistán,10200,71,2,0.0001524008350730689,http://youtube.com/channel/UCe9JSDmyqNgA_l2BzGHq1Ug
INF00047,BadBunnyPR,YouTube,47300000,"Música y baile, Películas",México,10100000,304700,16000,0.6780126849894292,http://youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q
INF00048,badabunOficial,YouTube,47100000,Unknown,México,6200,263,4,0.0005668789808917197,http://youtube.com/channel/UCYWOjHweP2V-8kGKmmAmQJQ
INF00049,vootkids,YouTube,46500000,Unknown,Unknown,149700,1100,0,0.0023655913978494624,http://youtube.com/channel/UCJg19noZp7-BYIGvypu_cow
INF00050,abscbnentertainment,YouTube,45900000,Unknown,Filipinas,4200,77,1,0.00016993464052287582,http://youtube.com/channel/UCstEtN0pgOmCf02EdXsGChw
INF00051,felipeneto,YouTube,45900000,Unknown,Brasil,917900,94000,1600,0.20827886710239651,http://youtube.com/channel/UCV306eHqgo0LvBf3Mh36AHg
INF00052,Mikecrack,YouTube,45400000,"Películas, Animación",México,1500000,64200,3600,0.14933920704845816,http://youtube.com/channel/UCqJ5zFEED1hWs0KNQCQuYdQ
INF00053,MashaBearRUSSIAN,YouTube,45300000,Unknown,Unknown,765300,7000,0,0.015452538631346577,http://youtube.com/channel/UCRv76wLBC73jiP7LX4C3l8Q
INF00054,MashaBearEN,YouTube,45100000,"Películas, Animación",Unknown,736000,7700,0,0.017073170731707315,http://youtube.com/channel/UCu59yAFE8fM0sVNTipR4edw
INF00055,vcsabiavideos,YouTube,45100000,Unknown,Brasil,782600,49300,717,0.11090243902439025,http://youtube.com/channel/UCj0O6W8yDuLg3iraAXKgCrQ
INF00056,Alanwalkermusic,YouTube,44700000,"Música y baile, Películas",Estados Unidos,102700,8500,389,0.019885906040268454,http://youtube.com/channel/UCJrOtniJ0-NWz37R30urifQ
INF00057,KatyPerry,YouTube,44600000,Música y baile,Unknown,234000,11600,865,0.02794843049327354,http://youtube.com/channel/UCYvmuw-JtVrTZQ-7Y4kd63Q
INF00058,BRIGHTSIDEOFFICIAL,YouTube,44500000,Unknown,Estados Unidos,20000,458,20,0.0010741573033707867,http://youtube.com/channel/UC4rlAVgAK0SGk-yTfe48Qpw
INF00059,whindersson,YouTube,44500000,"Música y baile, Animación",Brasil,94700,12600,81,0.028496629213483147,http://youtube.com/channel/UC3KQ5GWANYF8lChqjZpXsQw
INF00060,KimberlyLoaiza,YouTube,43100000,Música y baile,México,9000000,709200,63500,1.7928074245939674,http://youtube.com/channel/UCQZfFRohQ7UX-0CdXl-6pwQ
INF00061,IshtarMusic,YouTube,43100000,Música y baile,India,27200,939,11,0.0022041763341067284,http://youtube.com/channel/UCWi_65E_L8tQZ34C6wVAlpQ
INF00062,speedrecords,YouTube,43000000,Música y baile,India,36900,1100,47,0.0026674418604651163,http://youtube.com/channel/UCOsyDsO5tIt-VZ1iwjdQmew
INF00063,JessNoLimit,YouTube,42700000,"Películas, Animación",Indonesia,297100,12200,128,0.0288711943793911,http://youtube.com/channel/UCvh1at6xpV1ytYOAzxmqUsA
INF00064,LikeNastya_Show,YouTube,42700000,"Películas, Juguetes",Unknown,117500,490,0,0.0011475409836065574,http://youtube.com/channel/UCS94J1s6-qc8v7btCdS2pNg
INF00065,luisitocomunica,YouTube,41400000,Unknown,México,2800000,77000,1500,0.18961352657004832,http://youtube.com/channel/UCECJDeK0MNapZbpaOzxrUPA
INF00066,shfa2,YouTube,41300000,"Animación, Juguetes",Unknown,733000,6100,0,0.01476997578692494,http://youtube.com/channel/UCQ7x25F6YXY9DvGeHFxLhRQ
INF00067,beterbocuk,YouTube,41000000,Unknown,India,742700,40500,251,0.09939268292682928,http://youtube.com/channel/UC6gVx_vALsYT-z_u1djJbBQ
INF00068,luccastoon,YouTube,41000000,"Películas, Animación",Brasil,281000,6500,0,0.015853658536585366,http://youtube.com/channel/UC_gV70G_Y51LTa3qhu8KiEA
INF00069,LittleBabyBum,YouTube,40900000,"Animación, Juguetes",Unknown,65099,127,0,0.0003105134474327628,http://youtube.com/channel/UCKAqou7V9FAWXpZd9xtOg3Q
INF00070,CarryMinati,YouTube,40800000,"Películas, Humor",India,4200000,476800,6600,1.1848039215686275,http://youtube.com/channel/UCj22tfcQrWG7EMEKS0qLeEg
INF00071,SuperSimpleSongs,YouTube,40500000,Música y baile,Unknown,659800,1500,0,0.003703703703703704,http://youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q
INF00072,SonyPAL,YouTube,40400000,Unknown,India,19800,268,11,0.0006905940594059406,http://youtube.com/channel/UCw7xjxzbMwgBSmbeYwqYRMg
INF00073,RicisOfficial1795,YouTube,40300000,"Música y baile, Películas",Indonesia,198300,13100,344,0.033359801488833746,http://youtube.com/channel/UC4tS4Q_Cno5JVcIUXxQOOpA
INF00074,GaaneSuneAnsune,YouTube,40000000,Música y baile,India,34600,207,9,0.00054,http://youtube.com/channel/UCtW7qWjpCZ8zps-Cf2NF26w
INF00075,WorkpointOfficial,YouTube,39800000,Unknown,Tailandia,7900,217,1,0.0005477386934673367,http://youtube.com/channel/UC3ZkCd7XtUREnjjt3cyY_gg
INF00076,TEDx,YouTube,39800000,Unknown,Estados Unidos,161,3,0,7.537688442211054e-06,http://youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q
INF00077,gr6explode,YouTube,39600000,Música y baile,Brasil,159900,7100,534,0.019277777777777776,http://youtube.com/channel/UCNUQK9mQoqi4yNXw2_Rj6SA
INF00078,shfa-1,YouTube,39600000,Vlogs diarios,Francia,6600000,50000,0,0.12626262626262627,http://youtube.com/channel/UCwHE1kM1CPJd_pI9FQ0-4dg
INF00079,vladvaniki1,YouTube,39400000,"Películas, Humor",Unknown,534300,1700,0,0.0043147208121827405,http://youtube.com/channel/UCcOMTVILq-yIqtFmOqt-QOg
INF00080,YOLOAVENTURAS,YouTube,39200000,"Películas, Animación",México,3200000,173000,993,0.443859693877551,http://youtube.com/channel/UCOnIJiQuk1fDSp6p1GCZy3A
INF00081,ABPNEWS,YouTube,39100000,Unknown,India,3600,77,1,0.00019948849104859333,http://youtube.com/channel/UCRWFSbif-RFENbBrSiez1DA
INF00082,LikeNastya_ESP,YouTube,38900000,Unknown,Unknown,553700,1200,0,0.0030848329048843185,http://youtube.com/channel/UCpEJRZdSpdVZ8vh63T9I2KQ
INF00083,one31official,YouTube,38800000,Unknown,Tailandia,5300,133,1,0.00034536082474226804,http://youtube.com/channel/UC8f7MkX4MFOOJ2SerXLInCA
INF00084,DaddyYankee,YouTube,38400000,Música y baile,Colombia,40200,4400,209,0.012002604166666667,http://youtube.com/channel/UC9TO_oo4c_LrOiKNaY6aysA
INF00085,MariaClaraeJP,YouTube,38400000,"Películas, Animación",Unknown,1700000,9900,0,0.025781250000000002,http://youtube.com/channel/UCKe6w0exI94U-RzqAyoY1VA
INF00086,YouTube,YouTube,38400000,Unknown,Estados Unidos,64400,2000,175,0.005664062500000001,http://youtube.com/channel/UCBR8-60-B28hp2BmDPdntcQ
INF00087,TheEllenShow,YouTube,38200000,Unknown,Estados Unidos,6300,155,9,0.0004293193717277487,http://youtube.com/channel/UCp0hYYBW6IMayGgR-WeoCvQ
INF00088,SaregamaMusic,YouTube,38200000,Películas,India,18000,453,15,0.001225130890052356,http://youtube.com/channel/UC_A7K2dXFsTMAciGmnNxy-Q
INF00089,PowerKidstv,YouTube,38000000,"Películas, Animación",India,54500,0,0,0.0,http://youtube.com/channel/UCj-SWZSE0AmotGSQ3apROHw
INF00090,UltraBollywood,YouTube,37800000,Unknown,India,15900,110,6,0.0003068783068783069,http://youtube.com/channel/UCmL1WlDI8UkXDXCXcBQN9CA
INF00091,zamzamelectronicstradingllc,YouTube,37600000,Unknown,India,218600,14900,326,0.04049468085106383,http://youtube.com/channel/UCrnQFuUabBHaw-BRhPo8xEA
INF00092,tseriesoldisgold,YouTube,37600000,Música y baile,India,58700,569,21,0.0015691489361702128,http://youtube.com/channel/UCRm96I5kmb_iGFofE5N691w
INF00093,IndiaTV,YouTube,37500000,Noticias y Política,India,8400,177,2,0.0004773333333333333,http://youtube.com/channel/UCttspZesZIDEwwpVIgoZtWQ
INF00094,LaGranjaDeZenon,YouTube,37500000,"Música y baile, Animación",Unknown,502200,1800,0,0.0048000000000000004,http://youtube.com/channel/UCwpcLKMwiuPg4aqImpGk6Ew
INF00095,Jkk_Entertainment,YouTube,37400000,Unknown,India,678600,5000,130,0.013716577540106951,http://youtube.com/channel/UC5tuYcCdiKuF5Y2ZonuarwA
INF00096,thedonato,YouTube,37400000,Unknown,México,475000,32300,312,0.08719786096256685,http://youtube.com/channel/UCaHEdZtk6k7SVP-umnzifmQ
INF00097,TechnoGamerzOfficial,YouTube,37000000,Unknown,India,4700000,277700,17000,0.7964864864864865,http://youtube.com/channel/UCX8pnu3DYUnx8qy8V_c6oHg
INF00098,TotalGaming093,YouTube,36900000,"Películas, Videojuegos",India,1100000,95200,1000,0.26070460704607046,http://youtube.com/channel/UC5c9VlYTSvBSCaoMu_GI6gQ
INF00099,Maroon5,YouTube,36800000,Unknown,Estados Unidos,0,0,0,0.0,http://youtube.com/channel/UCBVjMGOIkavEAhyqpxJ73Dw
INF00100,fedevigevani,YouTube,36800000,"Animación, Humor",México,6200000,347700,15000,0.9855978260869566,http://youtube.com/channel/UCoQm-PeHC-cbJclKJYJ8LzA
INF00101,GenevievesPlayhouse,YouTube,36600000,Juguetes,Unknown,655000,585,0,0.0015983606557377049,http://youtube.com/channel/UCK5Q72Uyo73uRPk8PmM2A3w
INF00102,Ozuna,YouTube,36400000,Música y baile,Estados Unidos,1300000,10600,414,0.030258241758241756,http://youtube.com/channel/UCjIA3wwhi0QjSOXAZwOXbPA
INF00103,starplus,YouTube,36300000,Unknown,India,22600,447,7,0.0012506887052341597,http://youtube.com/channel/UC-LPIU24bQXVljUXivKEeRQ
INF00104,RyansWorld,YouTube,36000000,"Videojuegos, Juguetes",Unknown,286200,1300,0,0.003611111111111111,http://youtube.com/channel/UChGJGhZ9SOOHvBB0Y4DOO_w
INF00105,markiplier,YouTube,36000000,"Animación, Videojuegos",Estados Unidos,2300000,123200,6200,0.35944444444444446,http://youtube.com/channel/UC7_YxT-KID8kRbqZo7MyscQ
INF00106,JingleToons,YouTube,35600000,Unknown,India,100700,433,0,0.0012162921348314608,http://youtube.com/channel/UCK9F8nycURBsR0YlrBsu1Ag
INF00107,DaFuqBoom,YouTube,35500000,"Animación, Humor",Estados Unidos,27300000,1400000,35900,4.044788732394366,http://youtube.com/channel/UCsSsgPaZ2GSmO6il8Cb5iGA
INF00108,tseriesapnapunjab,YouTube,35400000,Música y baile,India,13900,492,18,0.001440677966101695,http://youtube.com/channel/UCcvNYxWXR_5TjVK7cSCdW-g
INF00109,KLBROBijuRithvik1,YouTube,35300000,Unknown,India,2800000,87500,236,0.24854390934844192,http://youtube.com/channel/UCL5nlHWXVLeOsSjKH2fhmsg
INF00110,PANDABOI,YouTube,34900000,Unknown,India,579900,14100,73,0.040610315186246415,http://youtube.com/channel/UC0Wju2yvRlfwqraLlz5152Q
INF00111,AboFlah,YouTube,34900000,"Animación, Videojuegos",Iraq,4000000,343800,10200,1.0143266475644699,http://youtube.com/channel/UCqq5n-Oe-r1EEHI3yvhVJcA
INF00112,Dushyant_kukreja,YouTube,34900000,Unknown,India,4800000,154500,494,0.44410888252149,http://youtube.com/channel/UCo6y9hnRawAqtyWhRhblXqg
INF00113,AlanChikinChow,YouTube,34800000,"Música y baile, Humor",India,7600000,288000,1400,0.8316091954022988,http://youtube.com/channel/UC5gxP-2QqIh_09djvlm9Xcg
INF00114,GeetMP3,YouTube,34800000,Música y baile,India,28600,3300,55,0.00964080459770115,http://youtube.com/channel/UClZF7OsrECe3t_ADrjZEh_Q
INF00115,Rajshri,YouTube,34700000,Unknown,India,11000,117,3,0.000345821325648415,http://youtube.com/channel/UCEKWXRsfUHkan-D_ljU8Asw
INF00116,Ch3Thailand,YouTube,34400000,Unknown,Tailandia,30400,701,10,0.002066860465116279,http://youtube.com/channel/UC48h7Dst_hX82HxOf3xJw_w
INF00117,jbalvin,YouTube,34300000,"Animación, Videojuegos",Colombia,18600,1600,51,0.004813411078717201,http://youtube.com/channel/UCt-k6JwNWHMXDBGm9IYHdsg
INF00118,SSSniperWolf,YouTube,34200000,"Animación, Humor",Estados Unidos,1300000,32900,0,0.09619883040935673,http://youtube.com/channel/UCpB959t8iPrxQWj7G6n0ctQ
INF00119,FrostDiamond,YouTube,34000000,"Películas, Animación",Indonesia,358300,14400,321,0.04329705882352941,http://youtube.com/channel/UC4hGmH5sABOA70D4fGb8qNQ
INF00120,vegetta777,YouTube,33900000,"Películas, Animación",México,459300,26800,212,0.07968141592920354,http://youtube.com/channel/UCam8T03EOFBsNdR0thrFHdQ
INF00121,babybus,YouTube,33900000,"Animación, Juguetes",Unknown,386400,618,0,0.001823008849557522,http://youtube.com/channel/UCpYye8D5fFMUPf9nSfgd4bA
INF00122,WowKidz1,YouTube,33800000,"Animación, Humor",Unknown,50500,295,0,0.0008727810650887574,http://youtube.com/channel/UCN8S4CqMRy6tVKVXvs7Bzeg
INF00123,MRINDIANHACKER,YouTube,33700000,Unknown,India,5100000,443200,17000,1.365578635014837,http://youtube.com/channel/UCSiDGb0MnHFGjs4E2WKvShw
INF00124,DisneyMusicVEVO,YouTube,33700000,"Música y baile, Películas",Estados Unidos,19600,608,26,0.0018813056379821957,http://youtube.com/channel/UCgwv23FVv3lqh567yagXfNg
INF00125,gmanetwork,YouTube,33600000,Unknown,Filipinas,1600,58,0,0.00017261904761904762,http://youtube.com/channel/UCKL5hAuzgFQsyrsQKgU0Qng
INF00126,KarolG,YouTube,33600000,Música y baile,Colombia,4500000,129500,5200,0.4008928571428571,http://youtube.com/channel/UCZuPJZ2kGFdlbQu1qotZaHw
INF00127,KHANDESHIMOVIES,YouTube,33600000,Unknown,India,3500000,21000,237,0.06320535714285713,http://youtube.com/channel/UCP84QWij0alw4MvzqzyfOnw
INF00128,NoCopyrightSounds,YouTube,33500000,Música y baile,Estados Unidos,55100,2800,81,0.0086,http://youtube.com/channel/UC_aEa8K-EOJ3D6gOs7HcyNg
INF00129,ShortsBreak_Official,YouTube,33400000,Unknown,India,10200000,561400,629,1.6827215568862277,http://youtube.com/channel/UCgJ5_1F6yJhYLnyMszUdmUg
INF00130,LucasandMarcus,YouTube,33300000,"Animación, Humor",Estados Unidos,542800,19000,341,0.05808108108108108,http://youtube.com/channel/UCwD4x63A9KC7Si2RuSfg-SA
INF00131,zeenews,YouTube,33100000,Noticias y Política,India,12200,210,7,0.0006555891238670695,http://youtube.com/channel/UCIvaYmXn910QMdemBG3v1pQ
INF00132,PeppaPigOfficial,YouTube,33000000,Juguetes,Unknown,136200,637,0,0.0019303030303030302,http://youtube.com/channel/UCAOtE1V7Ots4DjM8JLlrYgg
INF00133,WorldwideRecordsBhojpuri,YouTube,32900000,Música y baile,India,24700,809,30,0.0025501519756838905,http://youtube.com/channel/UCbomPUMyPHCgrqD5iYnzj1A
INF00134,MrBean,YouTube,32500000,"Películas, Humor",India,178200,1500,57,0.00479076923076923,http://youtube.com/channel/UCkAGrHCLFmlK3H2kd6isipg
INF00135,dianaandromaesp,YouTube,32400000,"Animación, Juguetes",Unknown,1200000,2300,0,0.0070987654320987656,http://youtube.com/channel/UCqNmJfc7RgMU6hTxOOuCYHQ
INF00136,rezendeevil,YouTube,32300000,Películas,Brasil,194200,10500,111,0.03285139318885449,http://youtube.com/channel/UCbTVTephX30ZhQF5zwFppBg
INF00137,zhong,YouTube,32300000,"Animación, Humor",Estados Unidos,1900000,47400,2000,0.15294117647058825,http://youtube.com/channel/UCyagEfIN1okQ-s996XAqCFQ
INF00138,SMTOWN,YouTube,32300000,Música y baile,Estados Unidos,314600,36200,2400,0.1195046439628483,http://youtube.com/channel/UCEf_Bc-KVd7onSeifS3py9g
INF00139,dona_mukbang,YouTube,32100000,Unknown,Estados Unidos,705100,4400,99,0.01401557632398754,http://youtube.com/channel/UCTheFErn4MureanSiqgKIag
INF00140,HUMTV,YouTube,32000000,Unknown,Pakistán,8700,253,1,0.00079375,http://youtube.com/channel/UCEeEQxm6qc_qaTE7qTV5aLQ
INF00141,dream,YouTube,32000000,"Animación, Videojuegos",Estados Unidos,3400000,240400,12000,0.7887500000000001,http://youtube.com/channel/UCTkXRDQl0luXxVQrRQvWS6w
INF00142,GENIALBrightSideSpanish,YouTube,31900000,Animación,México,13100,465,16,0.0015078369905956112,http://youtube.com/channel/UCbrd1vu4_7qIE6IPV_dA-OA
INF00143,enaldinho,YouTube,31700000,Películas,Brasil,1200000,41800,623,0.13382649842271294,http://youtube.com/channel/UC2bYhAHyaqfWlPXWBVk4BcA
INF00144,luisfonsi,YouTube,31700000,Unknown,Estados Unidos,16600,1500,43,0.0048675078864353315,http://youtube.com/channel/UCxoq-PAQeAdk_zyg8YS0JqA
INF00145,junya1gou,YouTube,31500000,Unknown,Japón,407900,9600,41,0.03060634920634921,http://youtube.com/channel/UCjp_3PEaOau_nT_3vnqKIvg
INF00146,vladnikihindi,YouTube,31500000,Unknown,Unknown,188600,601,0,0.001907936507936508,http://youtube.com/channel/UCUMxxg0KvWiSWHUXRPpnKzw
INF00147,gulshankalra07,YouTube,31400000,Unknown,India,4200000,175000,251,0.5581242038216561,http://youtube.com/channel/UC56dNUTok1pgvpY75CsJQ4Q
INF00148,fallontonight,YouTube,31300000,Unknown,Estados Unidos,59500,1400,92,0.004766773162939297,http://youtube.com/channel/UC8-Th83bH_thdKZDJCrn88g
INF00149,AttaHalilintar,YouTube,30900000,"Música y baile, Películas",Indonesia,239800,10300,143,0.03379611650485437,http://youtube.com/channel/UCaKLg1ELiX0zTJ6Je3c5esA
INF00150,LittleAngel,YouTube,30800000,"Animación, Juguetes",Unknown,348800,627,0,0.0020357142857142857,http://youtube.com/channel/UCNzsYU0aWwjERj-9Y9HUEng
INF00151,toyoraljanahtv,YouTube,30700000,Música y baile,Unknown,100000,0,0,0.0,http://youtube.com/channel/UCozAuGJZ5MPoijz8IE_1Gtw
INF00152,akshaynagwadiya,YouTube,30600000,Unknown,India,10400000,402000,319,1.3147679738562092,http://youtube.com/channel/UCz7PhJtc2G8Sre2vCLfmqAw
INF00153,TalkingTom,YouTube,30600000,"Películas, Animación",Estados Unidos,293700,828,0,0.0027058823529411765,http://youtube.com/channel/UCm3hAp1m1xlAz0ve_EKAo4g
INF00154,jacksepticeye,YouTube,30500000,"Animación, Humor",Estados Unidos,1500000,119700,2800,0.40163934426229503,http://youtube.com/channel/UCYzPXprvl5Y-Sf0g4vX-m6g
INF00155,boramtubevlog4821,YouTube,30500000,Unknown,Unknown,37400,235,0,0.0007704918032786886,http://youtube.com/channel/UCU2zNeYhf9pi_wSqFbYE96w
INF00156,TrapNation,YouTube,30400000,Música y baile,Estados Unidos,47500,1500,73,0.005174342105263158,http://youtube.com/channel/UCa10nxShhzNrCE1o2ZOPztg
INF00157,adityamovies,YouTube,30400000,Unknown,India,20400,772,5,0.002555921052631579,http://youtube.com/channel/UCX_uPA_dGf7wXjuMEaSKLJA
INF00158,infobellstamilrhymes,YouTube,30200000,Educación,Unknown,736400,2300,0,0.0076158940397350995,http://youtube.com/channel/UCHcn4Ux-sO9nzNu7rDsoQLg
INF00159,spinninrecords,YouTube,30200000,Música y baile,Estados Unidos,29100,979,27,0.00333112582781457,http://youtube.com/channel/UCpDJl2EmP7Oh90Vylx0dZtA
INF00160,shemaroomovies,YouTube,30200000,Unknown,India,28200,254,9,0.0008708609271523178,http://youtube.com/channel/UCBOmfqgTZi7yDp4-3Lr_3lA
